0800103688,My Best Friend's Wedding ,0.0,4.3, ,PG-13, ,VHS Tape
B0092MDYV4,Hypothermia,4.99,3.1, , , ,Amazon Video
B00004CQTF,Peter Brook's The Mahabharata ,0.0,4.0, ,NR, ,VHS Tape
B000056PNH,NBA Upsets and Underdogs,0.0,4.5, April 17  2001,NR, ,DVD
B000CDSS86,The Barbie Diaries Gift Set,0.0,3.6, May 9  2006,NR, ,DVD
B0036Q2RR4,A Beginners Guide to Belly Dancing DVD,7.49,5.0, February 3  2010,Unrated, ,DVD
B0006FFRD4,Daphne in the Brilliant Blue - Initiation ,54.95,2.6, March 1  2005,Unrated,Vol. 1,DVD
B0016OLXN2,Broken Trail ,12.99,4.7, June 10  2008,NR, ,Blu-ray
B0009Y2LTU,Bellissima,24.95,4.1, June 1  2004,Unrated, ,DVD
B0000060T0,Casper and the Angels:Stars & Frights ,0.0,5.0, ,NR, ,VHS Tape
6303257933,Vampire Hunter D ,0.0,4.3, , , ,VHS Tape
B002B900BM,Tarzan's Savage Fury,12.91,4.0, August 4  2009,NR, ,DVD-R
6301248546,(Australian) Crocodiles - The Deadly Survivors (Documentary) ,0.0,0.0, ,NR, ,VHS Tape
B003BUAP10,Flamenco From A to Z,17.93,3.7, May 25  2010,NR, ,DVD
630187837X,Street Hunter ,0.0,5.0, ,R, ,VHS Tape
B0036BDQ38,Nana Uncut Box Set 4,0.0,4.8, April 13  2010,Unrated, ,DVD
6304286961,The Doors ,0.0,4.1, ,R, ,VHS Tape
6302139724,Westward Ho ,0.0,4.2, ,NR, ,VHS Tape
B00004R99Z,The Sword in the Stone ,0.0,4.5, ,G,Walt Disney Gold Classic Collection,VHS Tape
B0002DXEOE,Sweet Charity,0.0,4.2, ,G, ,DVD
6304080298,The Heroic Trio ,0.0,3.6, ,R, ,VHS Tape
B001CO42H0,The American Civil War: Collector's Edition,12.5,2.9, September 16  2010,NR, ,DVD
B00004R99P,Robin Hood ,0.0,4.7, ,G,Disney,VHS Tape
B00004R99Q,Robin Hood ,0.0,4.7, July 4  2000,G,Disney Gold Classic Collection,DVD
B00004R99S,Hercules ,22.88,4.5, August 1  2000,G,Gold Collection,DVD
B00004R99T,Pocahontas II: Journey to a New World ,0.0,3.5, ,NR, ,VHS Tape
B00004R99U,Pocahontas II: Journey to a New World ,28.79,3.5, September 5  2000,NR,Disney Gold Classic Collection,DVD
B0053D6NUA,Talking Baseball with Ed Randall - Phildelphia Phillies - Vol. 1,0.0,0.0,2007,NR, ,Amazon Video
B00004R99W,The Black Cauldron ,0.0,4.1, October 3  2000,PG,Disney Gold Classic Collection,DVD
B00004R99H,Fun and Fancy Free ,11.99,4.1, June 20  2000,G,Disney Gold Classic Collection,DVD
B00004R99I,Pocahontas ,0.0,4.3, ,G,Disney Gold Collection,VHS Tape
B00004R99J,Pocahontas ,0.0,4.3, June 6  2000,G,Disney Gold Classic Collection,DVD
B00004R99K,Alice in Wonderland ,0.0,4.6, ,G,Walt Disney Gold Classic Collection,VHS Tape
B00023BKL8,Arthur's First Sleepover,0.0,4.4, August 3  2004,Unrated, ,DVD
B00004R99N,The Rescuers Down Under ,0.0,4.2, ,G, ,VHS Tape
630027067X,Rafferty and the Gold Dust Twins ,0.0,3.5, ,R, ,VHS Tape
B002MAPFPG,Gaslight,9.99,4.2, August 20  2009, , ,DVD
B00004R99B,Make Mine Music ,9.4,4.1, June 6  2000,NR,Disney Gold Classic Collection,DVD
B00004R99C,Melody Time ,0.0,4.1, ,NR, ,VHS Tape
B00004R99D,Melody Time ,11.87,4.1, June 6  2000,NR,Disney Gold Classic Collection,DVD
B00004R99E,A Goofy Movie ,0.0,4.7, ,G,Walt Disney Gold Classic Collection,VHS Tape
B00004R99F,A Goofy Movie ,8.49,4.7, June 20  2000,G,Walt Disney Gold Classic Collection,DVD
6300214281,Fighting Back ,0.0,3.7, ,R, ,VHS Tape
B000ARXFBE,Broadway's Lost Treasures III - The Best of the Tony Awards,36.79,4.1, September 27  2005,NR, ,DVD
6301907868,Sandy Duncan - The 5 Minute Workout ,9.99,3.8, ,NR, ,VHS Tape
0792836529,Hallelujah Trail ,0.0,4.0, ,Unrated, ,VHS Tape
B000Y1RNX2,Puppy Party,0.0,4.7, September 1  2007,NR, ,DVD
B000EOTVFC,Roarin Lead,5.98,4.2, April 25  2006,NR, ,DVD
B000ARXFBO,BALLROOM DANCING BASICS DVD,16.61,4.3, October 25  2005,NR, ,DVD
B006QZQA6G,White Pongo,0.0,3.0, December 28  2011, , ,DVD
B00004U8ME,Gang Related ,0.0,3.8, ,R, ,VHS Tape
B0000VJI84,Home Alone 1 & 2 ,0.0,4.5, ,PG, ,DVD
0800130944,Sleepless in Seattle,0.0,4.7, June 25  1997,PG, ,DVD
B003M986UM,Machine Gun Mccain ,14.98,4.2, August 24  2010,NR,Ws Sub,DVD
6304808038,Sleuth ,0.0,4.5, ,PG, ,VHS Tape
B004JM9EA2,Checking Out,0.0,3.2, ,R, ,Amazon Video
B003M986U2,Just Say Love,24.99,3.9, August 10  2010,Unrated, ,DVD
6303126782,Caine, Michael: Breaking the Mold ,17.67,3.7, ,NR, ,VHS Tape
6305038651,Mystery Science Theater 3000: Shorts/Angels Revenge/Complimentary Boxer Shorts ,0.0,4.3, ,NR,VHS 2-Pack,VHS Tape
B00005V9I9,Seventeen Again,6.49,4.7, April 9  2002,NR, ,DVD
192973221X,The Devil's Arithmetic ,0.0,4.3, ,NR, ,VHS Tape
B00004ROYV,Schindler: The Documentary ,0.0,0.0, , , ,VHS Tape
B000VLYIW4,Verdi: Ernani ,26.0,4.3, January 8  2008,NR,1983,DVD
6301966023,The Champ ,0.0,4.6, ,PG, ,VHS Tape
B00004ROYM,Le Gendarme ¨¤ New York ,0.0,3.8, , , ,VHS Tape
B000WPJT4G,I Married Joan - Volumes 1-3 ,0.0,4.6, October 30  2007,NR,3-DVD,DVD
B005ZCTU3Q,Another Gay Movie,12.99,4.0,2006,Unrated, ,Amazon Video
B000W16W86,The World of Andy Panda ,0.0,5.0, , ,Audio in English & Chinese,DVD
B00004R998,A Bug's Life ,0.0,4.6, ,G, ,VHS Tape
B00004R999,A Bug's Life ,0.0,4.6, August 1  2000,G,Disney Gold Classic Collection,DVD
B002TZS58S,According To Greta ,8.9,4.0, January 19  2010,PG-13, ,Blu-ray
B00023BKLI,Arthur's New Puppy,0.0,5.0, August 3  2004,NR, ,DVD
B001N0LEDI,The Legends of UCLA,25.95,0.0, December 5  2008, , ,DVD
B00004R991,Why Dogs Smile and Chimpanzees Cry,0.0,4.9, April 11  2000,Unrated, ,DVD
B0014BQQZM,Mrs. Doubtfire Blu-ray,8.99,4.7, May 13  2008,PG-13, ,Blu-ray
B00004R994,The Three Caballeros ,0.0,4.1, ,G, ,VHS Tape
B00004R995,The Three Caballeros,69.97,4.1, May 2  2000,G, ,DVD
B00004R996,Saludos Amigos ,0.0,3.7, ,NR, ,VHS Tape
B00004R997,Saludos Amigos ,0.0,3.7, May 2  2000,NR,Disney Gold Classic Collection,DVD
B000LXGV0O,Shikari,8.99,3.0, December 11  2006, , ,DVD
6303102964,Fraidy Cat ,0.0,3.5, ,NR, ,VHS Tape
B0036R92V2,Django ,14.49,3.6, May 25  2010,NR, ,Blu-ray
B006VA49GY,The Progress of Love,9.0,5.0, , , ,Amazon Video
B003YCL122,Dead Or Alive Western Collection ,5.99,3.8, September 14  2010,Unrated,Widescreen,DVD
B000SMB09U,Quantum Mind of God by Philip Gardiner,0.0,4.0,2007,NR, ,Amazon Video
B00005QAPQ,The Black Cat / The Fat Black Pussycat,0.0,3.2, November 13  2001,Unrated, ,DVD
6300164373,Human Factor, the ,0.0,4.1, ,R, ,VHS Tape
B00488T6S2,State Fair,9.99,4.6,,NR, ,Amazon Video
B0009GX1DS,Evel Knievel,14.26,3.4, August 2  2005,NR, ,DVD
B00005QAPP,A Man of Flowers,0.0,3.7, November 6  2001,NR, ,DVD
B001R6AW18,King Kong (1933),6.99,4.7,1933,NR, ,Amazon Video
B002B2Y0VU,Making Arrangements,9.99,5.0,2007, , ,Amazon Video
B001H4HX8A,Shell's Wonderful World of Golf: Hogan vs. Snead,0.0,4.2, January 1  2009, , ,DVD
6305922683,Three Strikes ,0.0,3.8, ,R, ,VHS Tape
B000092WCI,Fast Sofa,0.0,3.5, ,R, ,DVD
B0009GX1DI,Dawn Anna,18.88,4.6, July 12  2005,NR, ,DVD
B001OOOK1Q,Adventures Of Champion,3.99,3.7, March 10  2009,NR, ,DVD
B000YKI4B8,Dark Shadows: The Beginning, Collection 3 - Episodes 71-105,21.0,4.5, February 26  2008,NR, ,DVD
B001T8EMF6,The Archetype of the UFO,0.0,3.4,2008,NR, ,Amazon Video
B00004S89J,A King In New York/ A Woman Of Paris,24.99,4.1, April 11  2000,G, ,DVD
B0007CNY2W,Cursed,9.95,3.8, April 26  2005,Unrated, ,DVD
6300217736,The Royal Ballet ,0.0,4.3, ,NR, ,VHS Tape
B004WBAAXA,Riding Tornado,8.4,3.8, September 26  2011,NR, ,DVD
B00005QAPI,The Last Wave ,22.19,4.4, November 27  2001,PG,The Criterion Collection,DVD
B001HUWQ7W,MotoGP Riding Secrets,0.0,3.0, December 16  2008,NR, ,DVD
B000I9X79O,Hush...Hush, Sweet Charlotte 1964,13.99,4.7, ,NR, ,Amazon Video
6300182444,Rollercoaster ,0.0,4.2, ,PG, ,VHS Tape
B0006JFR5I,Africa Screams ,6.69,4.1, April 4  2004, , ,DVD
B000GI33W8,Walkin' on Water ,14.99,3.5, July 6  2006,G,Learning to Surf with Surfer Joe 3,DVD
B004D2G0M8,Zatoichi: The Blind Swordsman - New Tale of Zatoichi,9.99,4.7,,NR, ,Amazon Video
B00005QAPO,Dice Rules,32.99,4.0, November 13  2001,NC-17, ,DVD
6300269477,Them ,0.0,4.7, ,NR, ,VHS Tape
6304753144,Rising Sun ,0.0,4.2, ,R, ,VHS Tape
0783112645,Pentagon Wars ,0.0,4.4, ,R, ,VHS Tape
B000E41MU4,Smithereens/The Loveless,0.0,4.0, March 28  2006,R, ,DVD
6304593570,Mel Bay Anyone Can Play Drum Rudiments ,0.0,3.3, ,G, ,VHS Tape
0780621050,Money Talks ,0.0,4.7, ,R, ,VHS Tape
B005XNHW0A,Elephant in the Living Room,0.0,4.5, February 7  2012,PG, ,DVD
6302481716,Barbara Cartland's Duel of Hearts ,0.0,4.8, ,NR, ,VHS Tape
6304754493,Hard Target ,0.0,4.4, ,R, ,VHS Tape
B000F9TD9U,My Chemical Romance: Things That Make You Go MMmm!,6.43,2.5, June 27  2006,NR, ,DVD
B000YKI4BI,Family Affair: Season 5,29.99,4.8, February 26  2008,NR, ,DVD
630015128X,My Best Friend's Girl ,0.0,2.7, ,NR, ,VHS Tape
6303051618,Don't Hang Up ,0.0,5.0, ,Unrated, ,VHS Tape
6305130086,Terminal Rush ,0.0,3.1, ,R, ,VHS Tape
B000A0D1O2,Brubeck Returns to Moscow,19.93,3.6, September 6  2005,NR, ,DVD
B00004YZH7,Our Lips Are Sealed ,0.0,4.2, , , ,VHS Tape
B0023AO5JC,M,19.99,4.5,1931,NR, ,Amazon Video
B000GI33WS,Travel With Kids Hawaii The Island Of Oahu,14.95,4.0, July 1  2006,NR, ,DVD
B00005QAPA,Mobile Suit Gundam The 08th MS Team ,0.0,4.9, ,NR,Vol. 3,VHS Tape
B00004YZH2,Showbiz Goes to War,0.0,3.4, February 13  2001,NR, ,DVD
B00004COUE,The Yakuza ,0.0,4.6, ,R, ,VHS Tape
B000EXDSD4,Thunder Birds '42,8.5,4.1, June 6  2006,NR, ,DVD
B000UMB58E,Little Bear - Mother And Father Bear,0.0,4.7, , , ,DVD
6302010306,The Final Countdown ,0.0,4.5, ,PG, ,VHS Tape
B000R7GKY6,Eric Dolphy: So Long Eric,0.0,2.9, August 20  2008,NR, ,DVD
B00004COUB,Armed and Innocent ,0.0,5.0, , , ,VHS Tape
B0009GX1D8,Confessions of an American Bride,0.0,3.5, July 12  2005,NR, ,DVD
6305969922,2g's & A Key ,19.99,4.6, ,NR, ,VHS Tape
B00005QAPF,Dragon Ball Z - Frieza Namek's End,6.07,4.3, December 11  2001,Unrated, ,DVD
B007GEQ0N4,Ziegfeld Girl,9.99,4.3,1941,NR, ,Amazon Video
6304557892,Shaolin Traitorous ,0.0,2.9, ,NR, ,VHS Tape
B0000TSQNO,Civil Brand,9.99,4.4, January 27  2004,R, ,DVD
6303587658,Son of the Shark ,0.0,4.4, ,NR, ,VHS Tape
B00005LQ2A,At Carnegie ,0.0,4.4, ,NR, ,VHS Tape
B000ARIS52,Sin City,0.0,4.1, ,R, ,DVD
B00004T8SO,Carry on England ,0.0,2.8, , , ,VHS Tape
B000A6T258,Wagon Wheels,0.0,3.7, September 6  2005,NR, ,DVD
B00005LQ2N,Choke ,0.0,3.4, ,R, ,VHS Tape
B00005LQ2L,Sworn to Justice ,0.0,3.7, ,R, ,VHS Tape
6304749724,John Denver - Montana Christmas Skies ,0.0,4.8, ,NR, ,VHS Tape
B002MZZTM0,invasion u.s.a.,8.99,3.8, August 26  2009, , ,DVD
B000GOYZKG,Death to Smoochy,13.99,4.3,2002,R, ,Amazon Video
B004DHSES6,Tyler Perry's Madea's Class Reunion - The Play,7.99,4.4,2005,NR, ,Amazon Video
B00016MCDG,Trigun - Lost Past ,0.0,4.5, March 9  2004,Unrated,Vol. 2,DVD
B00005LQ2Y,Eternity and a Day ,0.0,4.1, ,Unrated, ,VHS Tape
B00004S89F,Masters Of Russian Animation - Volume 1,0.0,4.1, April 11  2000,NR, ,DVD
B008PDSCF4,Deuandra's Album Release Party,12.99,5.0, ,NR, ,Amazon Video
B0009I79RA,The Guitar of Mississippi John Hurt, Volume One,27.99,5.0, October 29  2002,G, ,DVD
B002OMIKIG,Family Guy Presents: Something, Something, Something Dark Side / Blue Harvest 2 Pack,17.99,4.5, December 22  2009,NR, ,DVD
B00004VYLY,Out for Justice,0.0,4.5, ,R, ,DVD
B00004VYLW,New Jack City,0.0,4.6, ,R, ,DVD
B004IZCK4C,A Call Girl,0.0,2.9, ,R, ,Amazon Video
B00004VYLU,GoodFellas,0.0,4.5, ,R, ,DVD
B00004VYLT,Presumed Innocent,0.0,4.3, ,R, ,DVD
B00004VYLR,Tango & Cash,0.0,4.4, ,R, ,DVD
B00004VYLP,Lethal Weapon 2,0.0,4.4, ,Unrated, ,DVD
B00004VYLO,Dangerous Liaisons,0.0,4.6, ,R, ,DVD
B00004VYLN,Dead Calm,0.0,0.0, ,R, ,DVD
0780020405,The Night Porter ,0.0,3.9, ,R, ,VHS Tape
B000FDE5FI,Kathleen Madigan: In Other Words,0.0,4.3, June 13  2006,Unrated, ,DVD
B00004VYLI,The Lost Boys,0.0,4.7, ,R, ,DVD
B000055WJD,Nostradamus,0.0,3.6, February 13  2001,NR, ,DVD
B00004VYLF,Cobra,0.0,4.3, ,R, ,DVD
B000X4LXBI,Kilometro 31,0.0,4.0, May 20  2008,Unrated, ,DVD
B00004VYLC,Mad Max Beyond Thunderdome,0.0,4.2, ,PG-13, ,DVD
B00005N90Y,The Grass Is Greener,0.0,4.0, September 18  2001,NR, ,DVD
B00004VYLA,Purple Rain,0.0,4.6, ,R, ,DVD
630440686X,Dragon Ball - Ox King on Fire Mountain ,0.0,4.5, March 25  1997,NR,Vol. 4,VHS Tape
B00005QAP0,King Of New York ,6.49,4.3, August 15  2000,X,artisan,DVD
B002SFE54C,When Darkness Falls (Nar Morkret Faller),9.99,4.7,2006,NR, ,Amazon Video
B00004VYL7,Risky Business,19.95,4.4, ,R, ,DVD
B00004VYL5,The Road Warrior,0.0,4.5, ,R, ,DVD
B00004VYL4,The Getaway,0.0,4.4, ,PG, ,DVD
B00004VYL3,The Gauntlet,0.0,4.3, ,R, ,DVD
B00428CCQ6,Down Under The Sea,14.49,5.0, October 26  2010,G, ,DVD
6302194512,The Soul Cages Concert ,29.99,4.1, ,NR, ,VHS Tape
0790741040,The Cheyenne Social Club ,17.49,4.4, ,PG, ,VHS Tape
B0012BUWT0,Classic Film Mysteries #5 ,19.95,2.8, January 7  2008, ,Discarded Lovers, Guns Don't Argue, Mystery of Mr Wong, Study in Scarlet,DVD
B000JMK6I0,Fighting Words,0.0,1.5, October 16  2007,R, ,DVD
B0046XJGQQ,S&Man,4.99,3.5, , , ,Amazon Video
B001EQUET6,SKUNK FU: THE ART OF RIVALRY / DVD,5.95,5.0, November 23  2008,NR, ,DVD
B0038NFL82,WELCOME TO WHEREVER YOU ARE - A Documentary Celebrating the MAD MAX Mythology!,12.99,3.2, , , ,Amazon Video
B001GF18ZO,Understanding Parrot Body Language DVD, vol 3 - Barbara Heidenreich,23.95,4.0, , , ,DVD
B00004T3CX,Caged Combat: LFC World Tour ,0.0,3.8, ,Unrated, ,VHS Tape
B0033CTKGM,The Red Tail 2009,9.99,3.7, , , ,Amazon Video
B002CVQ7WU,Sin Mapa,0.0,4.4, July 28  2009,NR, ,DVD
B0001CVASI,The Hurricane Express,0.0,3.6, , , ,DVD
B000O59A2U,The Sons of Katie Elder / The Shootist,0.0,4.8, May 22  2007,PG, ,DVD
B00005LQ23,The Sign of Four ,0.0,3.5, ,NR, ,VHS Tape
B00005LQ20,The Hound of the Baskervilles ,0.0,2.9, ,NR, ,VHS Tape
B000O59A2K,El Dorado / Hatari! ,34.45,4.6, May 22  2007,NR,Double Feature,DVD
B000A6T25I,West Of The Pecos,9.98,4.3, September 6  2005,NR, ,DVD
B000X06YTI,60 Minutes: Dubai Inc. ,0.0,4.0, October 30  2007, ,October 14, 2007,DVD
B00005LQ29,Again ,0.0,4.9, ,NR, ,VHS Tape
B001ZTX0LQ,Best of Peru Adventures,9.99,2.5,, , ,Amazon Video
B004BU95WO,Window to the Sea,0.0,3.4,2005,TV-G, ,Amazon Video
B00005AU4B,The Wrecking Crew ,0.0,2.7, ,R, ,VHS Tape
B00005AU4A,Urban Menace ,0.0,1.9, ,R, ,VHS Tape
B00005AXLZ,The Horse Whisperer,0.0,4.6, ,PG-13, ,DVD
B00005AU4D,Permanent Midnight ,0.0,2.9, ,R, ,VHS Tape
B00004R99Z,The Sword in the Stone ,0.0,4.5, ,G,Walt Disney Gold Classic Collection,VHS Tape
B0002DXEOE,Sweet Charity,0.0,4.2, ,G, ,DVD
B0001KZNKQ,Bananas in Pyjamas,0.0,2.0, , , ,DVD
B000ERVKEE,Josh Kirby...Time Warrior: Planet of the Dino Knights,9.95,3.2, September 13  2005,PG, ,DVD
B0044IJHFS,Captive 2009,9.99,2.0, ,NR, ,Amazon Video
6305375143,Dragonball Z, Vol. 3 - Snake Way,0.0,4.2, May 11  1999,Unrated, ,DVD
B004D1CS3E,House By The River,12.99,4.2,1950,NR, ,Amazon Video
B0000C23BV,The Challenge ,0.0,3.9, ,G, ,VHS Tape
B000KJU1IM,Leonas Sister Gerri,16.99,5.0, March 27  2007,NR, ,DVD
B0000040G3,Long Riders ,0.0,4.0, ,R, ,VHS Tape
B0067R3MFA,Living with AIDS and Teaching,0.0,2.0, November 14  2011, , ,DVD
B000EU1HQM,Robert Anton Wilson - Maybe Logic,12.9,3.9, May 30  2006,NR, ,DVD
6303549004,Tom & Viv ,0.0,3.6, ,PG-13, ,VHS Tape
B006HPPBU6,Chick Flick: How Birds Produce and Raise Chicks,15.0,5.0,2008, , ,Amazon Video
B000WOSB2S,Alexander the Great and the Catapult: Man, Moment, Machine ,0.0,4.8, January 15  2008,NR,History Channel,DVD
B000HT38FS,Snakes on a Train ,11.95,2.8, August 8  2006,NR,Unrated Director's Version,DVD
B00005JA8H,Prelude To A Kiss,0.0,4.3, January 9  2001,PG-13, ,DVD
B0040Y7EME,Swan Lake,0.0,4.7, October 26  2010,NR, ,DVD
B00005JA8B,Predator,3.99,4.5, September 14  2004,R, ,DVD
B002QV67A8,The Hills Run Red 2009,7.99,3.6, ,R, ,Amazon Video
B00005JA8A,High Risk,6.99,3.9, November 1  2000,R, ,DVD
B00005JA8F,The Hideaways,0.0,4.3, August 1  2000,G, ,DVD
B000RXZIK2,Jean Luc Ponty: Live in Concert,0.0,4.3, July 8  2008,Unrated, ,DVD
6303541631,Sesame Street - Cookie Monster's Best Bites ,0.0,4.3, ,NR, ,VHS Tape
B000GAKQS0,Sheriff Of Tombstone,0.0,3.8, May 2  2006,NR, ,DVD
B00699G68G,Bounty Hunters,4.99,4.0, February 28  2012,Unrated, ,DVD
B001CTA1UM,Four Christmases,4.99,4.0, November 24  2009,PG-13, ,DVD
1564080242,The Hiding Place ,0.0,4.7, ,PG, ,VHS Tape
B000069HPH,Pocahontas ,4.99,4.2, August 6  2002,NR,Jetlag Productions,DVD
B004H5EYTW,T-Tapp Basic Workout Plus,0.0,4.0, , , , 
B001T7RPOC,The Last Deadly Mission,14.99,4.0,,NR, ,Amazon Video
B006X202AM,Midsomer Murders: Set 20 ,34.95,4.7, July 3  2012,NR,Master Class / The Noble Art / Not in My Backyard / Fit for Murder,DVD
B004XYFFRC,The Scent of Green Papaya (English Subtitled),3.99,4.4, , , ,Amazon Video
B001B18770,Case For Faith, The,12.49,4.3, September 2  2008,NR, ,DVD
B000I2IT8U,The Cheaters Uncensored, Vol. 5,9.99,4.0, October 10  2006,Unrated, ,DVD
1562905430,The Cave Painter of Lascaux,0.0,1.0, June 28  2007,G, ,DVD
B0024FADA6,Law & Order: Criminal Intent - Season Four,18.6,4.8, November 24  2009,NR, ,DVD
B006IXRK7Y,Kettlebell Bombshell: Advanced Kettlebell Workout,16.29,4.1, February 28  2012,NR, ,DVD
B004ZBFRTY,Donnie Darko ,0.0,4.5, July 26  2011,NR,10th Anniversary Edition,Blu-ray
B0002B54NK,Beyond Justice,0.0,3.5, June 1  2004,PG-13, ,DVD
6303108466,Leon the Pig Farmer ,0.0,5.0, ,NR, ,VHS Tape
B00634MKXC,Conspiracies of the Ancient World: The Secret Knowledge of Modern Rulers,17.08,2.7, May 22  2012,NR, ,DVD
1568555881,Amazing Birds of America ,4.95,4.0, ,NR, ,VHS Tape
B001TCXMX0,The Sand Pebbles,14.99,4.7, , , ,Amazon Video
B0002B54N0,Andy Griffith Show,0.0,3.0, August 10  2003,NR, ,DVD
1573471917,Trancers ,0.0,2.8, ,PG-13, ,VHS Tape
6302824532,Oliver ,0.0,4.5, ,G, ,VHS Tape
B000055ZGJ,Total Body Stretch for Beginners ,22.93,4.2, ,NR, ,VHS Tape
6302587654,Arma de Dos Filos ,0.0,4.5, ,NR,aka Two Edged Sword,VHS Tape
B0024FADAQ,The Last Starfighter 25th Anniversary Edition,9.99,4.6, August 18  2009,PG, ,DVD
630242142X,Domino ,0.0,3.4, ,R, ,VHS Tape
B005HEI6OG,Star Trek: Deep Space Nine,0.0,4.7,October 2, 1995,TV-PG, ,Amazon Video
096751780X,The Moment After ,0.0,4.4, , , ,VHS Tape
B000GAKK68,Daiakuji The Xena Buster#7: Sat-Chan's Story,0.0,3.9, March 14  2006,NR, ,DVD
B001KEGR5M,My Name Is Bruce,6.32,4.3, February 10  2009,R, ,DVD
6305112231,Doctor at Sea ,0.0,3.8, ,NR, ,VHS Tape
B0040HDP60,Rookie Blue 5 Seasons 2010,2.99,4.7, , , ,Amazon Video
B0007CILMK,Space Ghost Coast to Coast - Volume Three,6.47,4.7, October 2  2007,NR, ,DVD
6300215407,Vanishing America ,0.0,4.8, ,NR, ,VHS Tape
B0034KVTL2,Incognito Live In London: The 30th Anniversary Concert ,0.0,4.3, April 20  2010,NR, ,Blu-ray
B00005JA88,The Dragon Princess,0.0,4.0, December 1  2000,NR, ,DVD
B00005JA89,Edge of Fury,3.96,2.6, October 1  2000,R, ,DVD
0784012717,The Boys From Brazil,0.0,4.3, December 14  1999,R, ,DVD
B000063409,The Soft Skin,0.0,4.5, ,Unrated, ,DVD
B000063408,Jules and Jim,0.0,4.2, ,Unrated, ,DVD
B005I785AC,Ghost From The Machine,0.0,3.2, , , ,Amazon Video
0967124824,Little League Coaching:Backyard Baseball Drills ,0.0,4.2, ,NR, ,VHS Tape
B000063404,Le Dernier m¨¦tro,0.0,4.2, ,PG, ,DVD
B00005JA86,The Bodyguard,5.0,2.9, December 1  2000,NR, ,DVD
B0000C07UY,LightWave 3D : Backgrounds in Motion Volume 1 - Animated Video Backgrounds - Class on Demand Video Training Tutorial DVD,0.0,3.0, August 4  2003, , ,DVD
B00005JA85,Blood of the Dragon,3.14,4.1, December 1  2000,R, ,DVD
